"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 15 19:01:36 EDT 2023","Wed Mar 15 19:01:43 EDT 2023","7564","","Login on Clark Clothes Website","","Login on Clark Clothes Website","Login on Clark Clothes Website","Login on Clark Clothes Website",""
